pelvis;a cup-shaped bone lying in the lower part of the trunk;(miednica);;;;(miednica)
adduct;draw toward;(przywodzić (o mięśniu));;;;(przywodzić (o mięśniu))
olfactory nerve;the smell nerve;(nerw węchowy);;;;(nerw węchowy)
pylorus;the passage at the lower end of the stomach;(odźwiernik (końcowy odcinek żołądka));;;;(odźwiernik (końcowy odcinek żołądka))
splenic;relating to the spleen;(śledzionowy);;;;(śledzionowy)
juvenile ;relating to youth or childhood;(małoletni);;;;(małoletni)
hypogastrium;the lowest middle abdominal region;(podbrzusze);;;;(podbrzusze)
atrioventricular;refering to or connecting an atrium and ventricle of the heart;(przedsionkowo-komorowy);;;;(przedsionkowo-komorowy)
rib;a long curved bone occurring in 12 pairs in humans and extending from the spine;(żebro);;;;(żebro)
vagus nerve;long nerve that passes from the brain to the face, trunk, and abdomen and regulates many functions of these organs;(nerw błędny);;;;(nerw błędny)
venter;the abdomen or stomach ;(brzusiec);;;;(brzusiec)
artery;a vessel through which the blood passes away from the heart to various parts of the body ;(tętnica, naczynie tętnicze);;;;(tętnica, naczynie tętnicze)
glans;the rounded, sensitive tip of the penis;(żołądź (członka));;;;(żołądź (członka))
rete;network;(sieć);;;;(sieć)
dimerous ;relating to the dimerism;(dwuczłonowy);;;;(dwuczłonowy)
supinator;the forearm muscle whose action is to rotate the hand into the palm-up position;(odwracacz (mięsień));;;;(odwracacz (mięsień))
pharynx;throat;(gardziel);;;;(gardziel)
hypoglossal;below the tounge;(podjęzykowy);;;;(podjęzykowy)
orgasm ;the culmination of sexual excitement;(orgasm);;;;(orgasm)
subcutaneous tissue;the tissue under the skin;(tkanka podskórna);hypodermis;;;(tkanka podskórna)
nasopharynx;the part of the pharynx (=gardziel) above the soft palate ;(nosogardziel);;;;(nosogardziel)
ulna;the elbow bone;(kość łokciowa);;;;(kość łokciowa)
lamella;a thin layer, e.g. of a bone;(blaszka, płytka);;;;(blaszka, płytka)
cauda;a tail or tail-like structure;(ogon);;;;(ogon)
brachial artery;the major artery located medially in the upper arm, midway between the elbow and shoulder;(tętnica ramienna);;;;(tętnica ramienna)
sweat ;to perspire;(pocić się);;;;(pocić się)
perineum;the region between the anus and the genital organs;(krocze);;;;(krocze)
gastrocnemius ;the most superficial  calf muscle in the posterior part of the leg;(mięsień brzuchaty łydki);;;;(mięsień brzuchaty łydki)
yellow spot;yellowish depression on the retina, receives and analyzes light only from the center of the visual field;(plamka żółta (najwrażliwsza na światło część siatkówki oka));;;;(plamka żółta (najwrażliwsza na światło część siatkówki oka))
vagal;relating to the vagus nerve;(odnoszący się do nerwu błędnego);;;;(odnoszący się do nerwu błędnego)
qualm;a feeling of nausea;(nudności, wymioty);;;;(nudności, wymioty)
clavicular ;relating to the clavicle;(obojczykowy);;;;(obojczykowy)
cerebral cortex;the outer brain region responsible for reasoning, mood, and perception;(kora mózgu);;;;(kora mózgu)
duodenum;the first division of the small intestine;(dwunastnica);;;;(dwunastnica)
head of humerus;rounded projection at the end of the humerus ;(głowa kości ramieniowej);;;;(głowa kości ramieniowej)
vena cava;the large vein returning blood directly into the heart;(żyła główna);;;;(żyła główna)
gingival ;relating to the gingiva;(dziąsłowy);;;;(dziąsłowy)
bladder ;a membranous sac serving as a container for secretions;(pęcherz moczowy);urinary bladder;;;(pęcherz moczowy)
vibrissae;the hair that grow inside the nostrills ;(włosy nozdrzy);;;;(włosy nozdrzy)
mediastinum;the middle of the chest;(śródpiersie (część klatki piersiowej));;;;(śródpiersie (część klatki piersiowej))
organ;a part of the body performing a specific function;(organ);;;;(organ)
lymph;a transparent, usually slightly yellow liquid found within the lymphatic vessels;(limfa);;;;(limfa)
alveolus ; the terminal air sacs of the lungs where gas exchange occurs;;pulmonary alveolus
